1467990173,0.000000,140.050000
1467990174,0.002677,140.050000
1467990175,0.005367,140.050000
1467990176,0.008020,140.050000
1467990177,0.010664,140.050000
1467990178,0.013218,140.050000
1467990179,0.015811,140.050000
1467990180,0.018559,140.050000
1467990181,0.019565,140.000000
1467990182,0.020670,140.000000
1467990183,0.021747,140.000000
1467990184,0.022590,140.000000
1467990185,0.023668,140.000000
1467990186,0.024885,140.000000
1467990187,0.025708,140.000000
1467990188,0.025743,140.000000
1467990189,0.025949,139.950000
1467990190,0.026346,139.950000
1467990191,0.026512,139.950000
1467990192,0.026917,139.950000
1467990193,0.027237,139.950000
1467990194,0.027370,139.950000
1467990195,0.028421,139.995000
1467990196,0.029314,139.995000
1467990197,0.030175,139.995000
1467990198,0.031160,139.995000
1467990199,0.031953,139.995000
1467990200,0.032731,139.995000
1467990201,0.033650,139.995000
1467990202,0.035809,140.040000
1467990203,0.037984,140.040000
1467990204,0.040261,140.040000
1467990205,0.042189,140.040000
1467990206,0.044649,140.040000
1467990207,0.046516,140.040000
1467990208,0.048547,140.040000
1467990209,0.050972,140.040000
1467990210,0.050691,140.040000
1467990211,0.054832,140.085000
1467990212,0.058169,140.085000
1467990213,0.062187,140.085000
1467990214,0.065731,140.085000
1467990215,0.069885,140.085000
1467990216,0.073488,140.085000
1467990217,0.078248,140.130000
1467990218,0.082665,140.130000
1467990219,0.087983,140.130000
1467990220,0.092358,140.130000
1467990221,0.097620,140.130000
1467990222,0.102672,140.130000
1467990223,0.107513,140.130000
1467990224,0.106579,140.130000
1467990225,0.111474,140.175000
1467990226,0.116055,140.175000
1467990227,0.121503,140.175000
1467990228,0.125510,140.175000
1467990229,0.130633,140.175000
1467990230,0.134548,140.175000
1467990231,0.139073,140.135000
1467990232,0.144639,140.135000
1467990233,0.148975,140.135000
1467990234,0.152993,140.135000
1467990235,0.157551,140.135000
1467990236,0.162124,140.135000
1467990237,0.166140,140.135000
1467990238,0.171882,140.130000
1467990239,0.174656,140.095000
1467990240,0.178522,140.095000
1467990241,0.181361,140.095000
1467990242,0.184984,140.095000
1467990243,0.189420,140.095000
1467990244,0.192403,140.095000
1467990245,0.195770,140.130000
1467990246,0.201340,140.130000
1467990247,0.204856,140.130000
1467990248,0.209159,140.130000
1467990249,0.214366,140.130000
1467990250,0.218325,140.130000
1467990251,0.221335,140.130000
1467990252,0.225079,140.165000
1467990253,0.230798,140.165000
1467990254,0.235095,140.165000
1467990255,0.239134,140.165000
1467990256,0.243036,140.165000
1467990257,0.247445,140.165000
1467990258,0.251570,140.165000
1467990259,0.254681,140.200000
1467990260,0.257471,140.200000
1467990261,0.261596,140.200000
1467990262,0.264952,140.200000
1467990263,0.267727,140.200000
1467990264,0.270772,140.200000
1467990265,0.273421,140.200000
1467990266,0.277747,140.200000
1467990267,0.280331,140.200000
1467990268,0.282449,140.165000
1467990269,0.286705,140.165000
1467990270,0.292098,140.165000
1467990271,0.295226,140.165000
1467990272,0.297763,140.165000
1467990273,0.303018,140.165000
1467990274,0.307889,140.165000
1467990275,0.309278,140.130000
1467990276,0.313946,140.130000
1467990277,0.317738,140.130000
1467990278,0.320918,140.130000
1467990279,0.323251,140.130000
1467990280,0.327439,140.130000
1467990281,0.330706,140.130000
1467990282,0.331268,140.130000
1467990283,0.334695,140.160000
1467990284,0.339758,140.160000
1467990285,0.343592,140.160000
1467990286,0.347552,140.160000
1467990287,0.348280,140.160000
1467990288,0.352694,140.160000
1467990289,0.354902,140.135000
1467990290,0.360559,140.135000
1467990291,0.362875,140.135000
1467990292,0.367048,140.135000
1467990293,0.369063,140.135000
1467990294,0.375309,140.135000
1467990295,0.378701,140.135000
1467990296,0.381705,140.135000
1467990297,0.381954,140.110000
1467990298,0.387118,140.110000
1467990299,0.389772,140.110000
1467990300,0.392121,140.110000
1467990301,0.394456,140.110000
1467990302,0.397635,140.110000
1467990303,0.401521,140.110000
1467990304,0.402516,140.110000
